Top,p.value,FDR,summary.logFC,logFC.hspc,ensembl_gene_id,external_gene_name,description
140,1.1924312400055566e-4,2.3848624800111134e-4,-0.24099499135239327,-0.24099499135239327,ENSMUSG00000029070,Mxra8,matrix-remodelling associated 8 [Source:MGI Symbol;Acc:MGI:1922011]
141,1.4292299788505583e-4,2.8381871920436606e-4,-0.6309540073736084,-0.6309540073736084,ENSMUSG00000038147,Cd84,CD84 antigen [Source:MGI Symbol;Acc:MGI:1336885]
142,2.0768677618530028e-4,4.0952322064707116e-4,-0.6037724151781938,-0.6037724151781938,ENSMUSG00000035000,Dpp4,dipeptidylpeptidase 4 [Source:MGI Symbol;Acc:MGI:94919]
143,3.9997852919932986e-4,7.831747424881984e-4,0.5485269067452236,0.5485269067452236,ENSMUSG00000030754,Copb1,"coatomer protein complex, subunit beta 1 [Source:MGI Symbol;Acc:MGI:1917599]"
144,4.485578351310527e-4,8.721957905326029e-4,-0.2899197915027064,-0.2899197915027064,ENSMUSG00000002602,Axl,AXL receptor tyrosine kinase [Source:MGI Symbol;Acc:MGI:1347244]
145,4.954552332125979e-4,9.567411399967406e-4,-0.14171342770114703,-0.14171342770114703,ENSMUSG00000001507,Itga3,integrin alpha 3 [Source:MGI Symbol;Acc:MGI:96602]
146,5.039333968582355e-4,9.664476104130541e-4,-0.32752874352095274,-0.32752874352095274,ENSMUSG00000004317,Clcn5,"chloride channel, voltage-sensitive 5 [Source:MGI Symbol;Acc:MGI:99486]"
147,5.557275623037178e-4,0.0010585286901023195,-0.23045680343629685,-0.23045680343629685,ENSMUSG00000038668,Lpar1,lysophosphatidic acid receptor 1 [Source:MGI Symbol;Acc:MGI:108429]
148,6.180922574800712e-4,0.0011693637303677024,0.4100772188443689,0.4100772188443689,ENSMUSG00000024621,Csf1r,colony stimulating factor 1 receptor [Source:MGI Symbol;Acc:MGI:1339758]
149,6.506729641578107e-4,0.0012227411406992412,-0.3221693766803446,-0.3221693766803446,ENSMUSG00000024887,Asah2,N-acylsphingosine amidohydrolase 2 [Source:MGI Symbol;Acc:MGI:1859310]
150,8.31139693365326e-4,0.0015514607609486083,-0.1817773548835407,-0.1817773548835407,ENSMUSG00000029093,Sorcs2,sortilin-related VPS10 domain containing receptor 2 [Source:MGI Symbol;Acc:MGI:1932289]
151,9.161707032869476e-4,0.001698859582253942,-0.18076541582506941,-0.18076541582506941,ENSMUSG00000045394,Epcam,epithelial cell adhesion molecule [Source:MGI Symbol;Acc:MGI:106653]
152,0.0010065221126862188,0.0018541196812640866,-0.13564081607216844,-0.13564081607216844,ENSMUSG00000022687,Boc,biregional cell adhesion molecule-related/down-regulated by oncogenes (Cdon) binding protein [Source:MGI Symbol;Acc:MGI:2151153]
153,0.0010280853465642558,0.0018814633793332784,-0.19022957246899294,-0.19022957246899294,ENSMUSG00000053062,Jam2,junction adhesion molecule 2 [Source:MGI Symbol;Acc:MGI:1933820]
154,0.0014839484513426407,0.0026980880933502563,-0.14305778303150268,-0.14305778303150268,ENSMUSG00000032340,Neo1,neogenin [Source:MGI Symbol;Acc:MGI:1097159]
155,0.00151999777011373,0.002745802423431253,-0.19028411833811934,-0.19028411833811934,ENSMUSG00000003379,Cd79a,CD79A antigen (immunoglobulin-associated alpha) [Source:MGI Symbol;Acc:MGI:101774]
156,0.0015507937927013054,0.0027834760381818314,-0.1909680656002593,-0.1909680656002593,ENSMUSG00000039646,Vasn,vasorin [Source:MGI Symbol;Acc:MGI:2177651]
157,0.0018618965932510687,0.0033205799115305686,-0.12933483480941332,-0.12933483480941332,ENSMUSG00000039497,Dse,dermatan sulfate epimerase [Source:MGI Symbol;Acc:MGI:2443455]
158,0.0019167870240751057,0.0033968377641837304,-0.2494276508757157,-0.2494276508757157,ENSMUSG00000028476,Reck,reversion-inducing-cysteine-rich protein with kazal motifs [Source:MGI Symbol;Acc:MGI:1855698]
159,0.002266663869976109,0.003991609330775536,-0.13819547915705532,-0.13819547915705532,ENSMUSG00000025089,Gfra1,glial cell line derived neurotrophic factor family receptor alpha 1 [Source:MGI Symbol;Acc:MGI:1100842]
160,0.0024962929524598434,0.004368512666804726,-0.399981450505659,-0.399981450505659,ENSMUSG00000032193,Ldlr,low density lipoprotein receptor [Source:MGI Symbol;Acc:MGI:96765]
161,0.003319434706488297,0.005772929924327471,-0.1270435348018633,-0.1270435348018633,ENSMUSG00000020695,Mrc2,"mannose receptor, C type 2 [Source:MGI Symbol;Acc:MGI:107818]"
162,0.003348139205900506,0.005786907269457665,-0.32007797383496583,-0.32007797383496583,ENSMUSG00000049488,Tmem67,transmembrane protein 67 [Source:MGI Symbol;Acc:MGI:1923928]
163,0.004120051785646233,0.007077389570435244,-0.40682233289453834,-0.40682233289453834,ENSMUSG00000024413,Npc1,NPC intracellular cholesterol transporter 1 [Source:MGI Symbol;Acc:MGI:1097712]
164,0.004668632804949824,0.007970836496255799,0.3616996346841817,0.3616996346841817,ENSMUSG00000024620,Pdgfrb,"platelet derived growth factor receptor, beta polypeptide [Source:MGI Symbol;Acc:MGI:97531]"
165,0.0049410521793313055,0.008384815819471307,-0.18659035583479533,-0.18659035583479533,ENSMUSG00000023274,Cd4,CD4 antigen [Source:MGI Symbol;Acc:MGI:88335]
166,0.004982243339087667,0.008403783945449076,-0.15120729884874418,-0.15120729884874418,ENSMUSG00000020399,Havcr2,hepatitis A virus cellular receptor 2 [Source:MGI Symbol;Acc:MGI:2159682]
167,0.0055822225905628265,0.009359415121901747,-0.08171991011822011,-0.08171991011822011,ENSMUSG00000033777,Tlr13,toll-like receptor 13 [Source:MGI Symbol;Acc:MGI:3045213]
168,0.005776845814534268,0.009628076357557112,-0.2854414812775701,-0.2854414812775701,ENSMUSG00000027995,Tlr2,toll-like receptor 2 [Source:MGI Symbol;Acc:MGI:1346060]
